-74.027	-1.512
-73.897	-1.503
-73.750	-1.488
-73.620	-1.475
-73.472	-1.464
-73.328	-1.438
-73.195	-1.424
-73.065	-1.403
-72.925	-1.380
-72.788	-1.343
-72.658	-1.330
-72.521	-1.297
-72.381	-1.271
-72.245	-1.242
-72.085	-1.212
-71.937	-1.179
-71.808	-1.146
-71.679	-1.125
-71.556	-1.085
-71.426	-1.047
-71.284	-1.012
-71.142	-0.969
-71.013	-0.923
-70.883	-0.893
-70.755	-0.845
-70.606	-0.799
-70.469	-0.750
-70.347	-0.704
-70.199	-0.647
-70.051	-0.583
-69.922	-0.550
-69.803	-0.492
-69.671	-0.441
-69.546	-0.386
-69.422	-0.332
-69.282	-0.274
-69.163	-0.216
-69.048	-0.155
-68.908	-0.085
-68.790	-0.012
-68.674	0.062
-68.546	0.140
-68.432	0.227
-68.285	0.347
-68.158	0.457
-68.057	0.562
-67.988	0.678
-67.881	0.767
-67.791	0.862
-67.690	0.962
-67.613	1.073
-67.525	1.194
-67.422	1.314
-67.344	1.419
-67.234	1.518
-67.145	1.621
-67.052	1.716
-66.952	1.806
-66.861	1.917
-66.766	2.010
-66.659	2.108
-66.566	2.211
-66.474	2.318
-66.379	2.431
-66.288	2.550
-66.201	2.659
-66.127	2.778
-66.046	2.899
-65.957	3.038
-65.887	3.149
-65.819	3.268
-65.756	3.390
-65.696	3.506
-65.626	3.627
-65.547	3.773
-65.497	3.903
-65.428	4.038
-65.382	4.165
-65.337	4.314
-65.286	4.445
-65.235	4.595
-65.198	4.733
-65.179	4.873
-65.179	5.002
-65.180	5.132
-65.197	5.299
-65.216	5.447
-65.242	5.613
-65.280	5.762
-65.322	5.892
-65.346	6.030
-65.380	6.170
-65.408	6.299
-65.456	6.440
-65.490	6.577
-65.537	6.726
-65.584	6.855
-65.641	7.012
-65.697	7.164
-65.749	7.300
-65.806	7.424
-65.881	7.550
-65.956	7.668
-66.044	7.769
-66.121	7.882
-66.203	7.991
-66.300	8.103
-66.408	8.187
-66.511	8.275
-66.630	8.363
-66.768	8.441
-66.893	8.516
-67.037	8.588
-67.160	8.645
-67.289	8.718
-67.425	8.762
-67.555	8.816
-67.682	8.884
-67.814	8.916
-67.943	8.954
-68.091	9.004
-68.227	9.033
-68.387	9.059
-68.525	9.064
-68.664	9.061
-68.812	9.052
-68.960	9.036
-69.105	9.024
-69.237	9.014
-69.367	9.002
-69.496	8.987
-69.630	8.966
-69.792	8.949
-69.940	8.935
-70.070	8.916
-70.199	8.894
-70.345	8.868
-70.476	8.844
-70.606	8.814
-70.735	8.793
-70.869	8.749
-71.025	8.709
-71.195	8.645
-71.327	8.587
-71.456	8.536
-71.573	8.457
-71.704	8.393
-71.826	8.307
-71.965	8.234
-72.085	8.157
-72.191	8.072
-72.320	7.993
-72.442	7.903
-72.560	7.825
-72.677	7.743
-72.806	7.649
-72.911	7.565
-73.019	7.476
-73.106	7.376
-73.185	7.273
-73.269	7.157
-73.363	7.059
-73.440	6.955
-73.525	6.837
-73.611	6.735
-73.700	6.617
-73.774	6.492
-73.836	6.371
-73.907	6.238
-73.978	6.119
-74.038	6.003
-74.119	5.880
-74.186	5.762
-74.281	5.662
-74.378	5.551
-74.478	5.456
-74.598	5.364
-74.721	5.271
-74.846	5.169
-74.970	5.076
-75.082	5.005
-75.200	4.936
-75.339	4.887
-75.469	4.898
-75.617	4.880
-75.765	4.855
-75.909	4.841
-76.055	4.813
-76.209	4.808
-76.357	4.793
-76.505	4.783
-76.653	4.778
-76.782	4.773
-76.912	4.766
-77.060	4.753
-77.207	4.739
-77.337	4.737
-77.466	4.733
-77.596	4.720
-77.744	4.720
-77.873	4.713
-78.003	4.705
-78.132	4.688
-78.280	4.667
-78.409	4.644
-78.539	4.632
-78.668	4.610
-78.798	4.580
-78.927	4.564
-79.075	4.541
-79.205	4.508
-79.352	4.472
-79.497	4.438
-79.630	4.404
-79.759	4.362
-79.897	4.299
-80.041	4.256
-80.166	4.218
-80.296	4.176
-80.444	4.103
-80.581	4.048
-80.699	3.993
-80.832	3.935
-80.980	3.883
-81.116	3.823
-81.249	3.729
-81.350	3.642
-81.494	3.584
-81.627	3.532
-81.766	3.474
-81.886	3.403
-82.009	3.343
-82.134	3.287
-82.256	3.219
-82.364	3.145
-82.480	3.066
-82.599	3.006
-82.709	2.934
-82.825	2.848
-82.942	2.765
-83.087	2.662
-83.198	2.587
-83.319	2.506
-83.433	2.420
-83.549	2.350
-83.657	2.274
-83.764	2.194
-83.876	2.103
-83.985	2.029
-84.083	1.942
-84.187	1.847
-84.289	1.750
-84.398	1.655
-84.518	1.520
-84.610	1.416
-84.687	1.311
-84.756	1.186
-84.821	1.067
-84.873	0.925
-84.911	0.795
-84.942	0.666
