-86.841	20.365
-86.796	20.489
-86.757	20.614
-86.705	20.754
-86.642	20.888
-86.575	21.027
-86.500	21.159
-86.435	21.273
-86.369	21.385
-86.307	21.514
-86.240	21.636
-86.149	21.774
-86.070	21.889
-85.984	22.007
-85.894	22.119
-85.800	22.230
-85.703	22.319
-85.612	22.415
-85.501	22.524
-85.406	22.634
-85.296	22.750
-85.198	22.843
-85.104	22.953
-85.002	23.041
-84.905	23.133
-84.798	23.211
-84.688	23.304
-84.582	23.386
-84.466	23.454
-84.327	23.545
-84.179	23.618
-84.031	23.660
-83.877	23.690
-83.735	23.710
-83.594	23.737
-83.454	23.757
-83.319	23.768
-83.162	23.760
-83.032	23.747
-82.885	23.711
-82.755	23.654
-82.630	23.601
-82.496	23.527
-82.385	23.455
-82.271	23.359
-82.152	23.284
-82.034	23.195
-81.910	23.098
-81.793	23.013
-81.683	22.918
-81.585	22.818
-81.487	22.726
-81.395	22.626
-81.307	22.523
-81.210	22.413
-81.116	22.300
-81.015	22.195
-80.921	22.079
-80.840	21.978
-80.750	21.870
-80.660	21.764
-80.568	21.655
-80.472	21.542
-80.380	21.425
-80.280	21.338
-80.175	21.224
-80.064	21.117
-79.957	21.001
-79.830	20.906
-79.715	20.817
-79.602	20.725
-79.471	20.636
-79.318	20.559
-79.197	20.501
-79.057	20.450
-78.927	20.403
-78.798	20.356
-78.631	20.298
-78.502	20.253
-78.372	20.215
-78.233	20.189
-78.095	20.167
-77.961	20.151
-77.799	20.124
-77.655	20.109
-77.522	20.096
-77.392	20.076
-77.244	20.060
-77.097	20.053
-76.959	20.039
-76.819	20.025
-76.690	20.002
-76.546	20.004
-76.412	19.993
-76.283	19.990
-76.153	19.978
-76.024	19.953
-75.876	19.939
-75.747	19.927
-75.599	19.921
-75.462	19.916
-75.321	19.896
-75.173	19.880
-75.025	19.861
-74.877	19.855
-74.748	19.839
-74.619	19.815
-74.489	19.784
-74.360	19.745
-74.212	19.709
-74.082	19.683
-73.953	19.659
-73.808	19.645
-73.665	19.629
-73.509	19.591
-73.389	19.534
-73.258	19.487
-73.121	19.450
-72.999	19.389
-72.870	19.335
-72.732	19.285
-72.603	19.239
-72.479	19.192
-72.332	19.112
-72.201	19.047
-72.067	18.991
-71.947	18.926
-71.831	18.858
-71.721	18.780
-71.615	18.682
-71.502	18.574
-71.382	18.493
-71.289	18.381
-71.186	18.266
-71.087	18.160
-70.986	18.077
-70.874	17.966
-70.781	17.854
-70.688	17.761
-70.557	17.736
-70.443	17.669
-70.362	17.567
-70.261	17.464
-70.162	17.357
-70.065	17.245
-69.966	17.122
-69.878	17.017
-69.798	16.907
-69.714	16.790
-69.647	16.673
-69.579	16.554
-69.508	16.422
-69.452	16.288
-69.409	16.160
-69.359	16.029
-69.321	15.899
-69.287	15.769
-69.262	15.625
-69.232	15.476
-69.191	15.312
-69.158	15.177
-69.138	15.028
-69.128	14.880
-69.131	14.732
-69.146	14.596
-69.156	14.440
-69.202	14.305
-69.234	14.176
-69.274	14.027
-69.332	13.898
-69.395	13.758
-69.467	13.630
-69.532	13.503
-69.592	13.381
-69.686	13.277
-69.774	13.179
-69.894	13.108
-70.033	13.038
-70.162	13.014
-70.291	12.992
-70.439	12.963
-70.569	12.949
-70.700	12.910
-70.828	12.870
-70.957	12.832
-71.105	12.793
-71.235	12.755
-71.354	12.701
-71.491	12.648
-71.623	12.596
-71.738	12.533
-71.845	12.445
-71.963	12.385
-72.084	12.300
-72.215	12.217
-72.349	12.127
-72.474	12.045
-72.575	11.960
-72.695	11.877
-72.802	11.793
-72.914	11.722
-73.021	11.645
-73.133	11.532
-73.226	11.442
-73.330	11.340
-73.420	11.230
-73.509	11.122
-73.610	11.011
-73.719	10.914
-73.775	10.780
-73.842	10.655
-73.911	10.543
-73.984	10.422
-74.073	10.302
-74.169	10.184
-74.256	10.088
-74.360	9.963
-74.465	9.869
-74.563	9.770
-74.653	9.668
-74.738	9.549
-74.847	9.458
-74.951	9.378
-75.072	9.289
-75.196	9.199
-75.345	9.143
-75.451	9.064
-75.575	9.008
-75.697	8.960
-75.821	8.897
-75.950	8.848
-76.079	8.820
-76.227	8.803
-76.375	8.802
-76.514	8.801
-76.653	8.798
-76.801	8.810
-76.949	8.811
-77.097	8.811
-77.244	8.824
-77.387	8.830
-77.528	8.843
-77.670	8.843
-77.818	8.837
-77.947	8.839
-78.090	8.831
-78.225	8.827
-78.372	8.812
-78.502	8.792
-78.631	8.777
-78.761	8.759
-78.900	8.732
-79.030	8.695
-79.176	8.664
-79.315	8.607
-79.468	8.548
-79.593	8.474
-79.715	8.423
-79.831	8.365
-79.958	8.309
-80.086	8.236
-80.214	8.180
-80.351	8.117
-80.506	8.032
-80.627	7.981
-80.758	7.913
-80.906	7.847
-81.047	7.778
-81.176	7.718
-81.297	7.652
-81.416	7.597
-81.544	7.536
-81.664	7.478
-81.793	7.416
-81.936	7.349
-82.071	7.288
-82.215	7.217
-82.339	7.161
-82.456	7.103
-82.580	7.051
-82.727	6.994
-82.866	6.937
-83.014	6.882
-83.162	6.850
-83.291	6.812
-83.421	6.772
-83.550	6.738
-83.685	6.698
-83.846	6.675
-83.976	6.663
-84.123	6.643
-84.253	6.634
-84.382	6.613
-84.512	6.612
-84.641	6.605
-84.789	6.596
-84.936	6.573
-85.075	6.558
-85.215	6.541
-85.362	6.527
-85.492	6.503
-85.621	6.479
-85.757	6.466
-85.899	6.444
-86.037	6.449
-86.167	6.452
-86.324	6.446
-86.472	6.454
-86.601	6.469
-86.747	6.492
-86.879	6.524
-87.008	6.570
-87.151	6.605
-87.267	6.664
-87.397	6.725
-87.512	6.800
-87.629	6.883
-87.741	6.982
-87.832	7.088
-87.921	7.183
-88.018	7.313
-88.113	7.419
-88.218	7.533
-88.296	7.660
-88.388	7.801
-88.484	7.912
-88.574	8.028
-88.643	8.153
-88.724	8.274
-88.805	8.387
-88.899	8.505
-88.997	8.653
-89.053	8.773
-89.124	8.900
-89.157	9.035
-89.214	9.153
-89.273	9.283
-89.312	9.413
-89.341	9.543
-89.364	9.672
-89.422	9.827
-89.457	9.981
-89.469	10.117
-89.475	10.247
-89.488	10.395
-89.491	10.527
-89.491	10.664
-89.486	10.803
-89.481	10.932
-89.471	11.067
-89.457	11.210
-89.442	11.340
-89.423	11.470
-89.406	11.618
-89.389	11.766
-89.369	11.896
-89.365	12.044
-89.354	12.174
-89.348	12.313
-89.341	12.471
-89.324	12.619
-89.309	12.767
-89.304	12.897
-89.293	13.027
-89.275	13.156
-89.253	13.286
-89.219	13.416
-89.182	13.557
-89.154	13.694
-89.112	13.842
-89.090	13.970
-89.062	14.101
-89.029	14.231
-88.992	14.361
-88.941	14.499
-88.905	14.639
-88.867	14.806
-88.834	14.935
-88.789	15.073
-88.743	15.195
-88.700	15.335
-88.662	15.467
-88.621	15.619
-88.569	15.763
-88.522	15.917
-88.465	16.066
-88.419	16.196
-88.383	16.344
-88.336	16.471
-88.310	16.603
-88.275	16.733
-88.240	16.860
-88.200	16.991
